20.03523   20.03523
21.72819   21.72819
22.45134   22.45134
22.02900   22.02900
21.15095   21.15095
19.02706   19.02706
20.51606   20.51606
22.72082   22.72082
21.37336   21.37336
20.39700   20.39700
21.87503   21.87503
21.38341   21.38341
22.14177   22.14177
20.42840   20.42840
21.72200   21.72200
21.83131   21.83131
19.57533   19.57533
21.97182   21.97182
20.38832   20.38832
21.16793   21.16793
21.76506   21.76506
20.47400   20.47400
21.08283   21.08283
21.52668   21.52668
20.55694   20.55694
20.44882   20.44882
20.16308   20.16308
21.06110   21.06110
20.52711   20.52711
20.71712   20.71712
20.72947   20.72947
20.84457   20.84457
20.72738   20.72738
21.40065   21.40065
21.08758   21.08758
21.08007   21.08007
21.89198   21.89198
22.29073   22.29073
20.25901   20.25901
22.03591   22.03591
20.82761   20.82761
20.30883   20.30883
19.71570   19.71570
22.11138   22.11138
22.10437   22.10437
21.48858   21.48858
20.13862   20.13862
20.70288   20.70288
21.71384   21.71384
21.71120   21.71120
21.17568   21.17568
22.32332   22.32332
21.66559   21.66559
19.82258   19.82258
20.32472   20.32472
22.39240   22.39240
20.07816   20.07816
20.02522   20.02522
21.58138   21.58138
21.82100   21.82100
19.69885   19.69885
22.26496   22.26496
22.03052   22.03052
20.44089   20.44089
22.45200   22.45200
22.34950   22.34950
21.80641   21.80641
21.61234   21.61234
20.46603   20.46603
19.70818   19.70818
21.17941   21.17941
19.69642   19.69642
20.89471   20.89471
21.63976   21.63976
21.45793   21.45793
22.35606   22.35606
21.93454   21.93454
20.22215   20.22215
21.28258   21.28258
20.58224   20.58224
20.66266   20.66266
22.00019   22.00019
22.11676   22.11676
21.05774   21.05774
21.41813   21.41813
20.09349   20.09349
21.13660   21.13660
21.80321   21.80321
20.11923   20.11923
19.69848   19.69848
20.91241   20.91241
22.59472   22.59472
19.98170   19.98170
20.81762   20.81762
20.78666   20.78666
20.69100   20.69100
20.58097   20.58097
19.43155   19.43155
21.08122   21.08122
20.52600   20.52600
20.40752   20.40752
19.42018   19.42018
22.32618   22.32618
20.69273   20.69273
22.30666   22.30666
20.20989   20.20989
20.94437   20.94437
19.41573   19.41573
20.66600   20.66600
19.46501   19.46501
20.60055   20.60055
21.84080   21.84080
20.92287   20.92287
21.12448   21.12448
21.80951   21.80951
19.85418   19.85418
21.44619   21.44619
21.35118   21.35118
21.73299   21.73299
19.85832   19.85832
21.37726   21.37726
21.32886   21.32886
21.31414   21.31414
20.59896   20.59896
20.35977   20.35977
22.31551   22.31551
22.18939   22.18939
21.36567   21.36567
20.96291   20.96291
20.71966   20.71966
20.80923   20.80923
21.39161   21.39161
20.46830   20.46830
20.45619   20.45619
20.03889   20.03889
22.09507   22.09507
20.48019   20.48019
20.76893   20.76893
19.49606   19.49606
20.40090   20.40090
20.48550   20.48550
20.47612   20.47612
20.12755   20.12755
20.69427   20.69427
21.23506   21.23506
21.39063   21.39063
20.97634   20.97634
20.51238   20.51238
19.54769   19.54769
20.42790   20.42790
20.40536   20.40536
21.43625   21.43625
21.63523   21.63523
20.85585   20.85585
20.95647   20.95647
20.26675   20.26675
19.20025   19.20025
19.93241   19.93241
21.58379   21.58379
19.68989   19.68989
21.47747   21.47747
20.16859   20.16859
21.20659   21.20659
21.59994   21.59994
20.72277   20.72277
20.54589   20.54589
21.28376   21.28376
22.61693   22.61693
21.07357   21.07357
21.62563   21.62563
20.45942   20.45942
22.53764   22.53764
20.82749   20.82749
20.52503   20.52503
19.50235   19.50235
20.40034   20.40034
21.31651   21.31651
21.49634   21.49634
20.27501   20.27501
21.53903   21.53903
20.63707   20.63707
20.79005   20.79005
20.22050   20.22050
21.08540   21.08540
21.09436   21.09436
20.44794   20.44794
20.26275   20.26275
20.73644   20.73644
20.50803   20.50803
20.74974   20.74974
20.82991   20.82991
21.57211   21.57211
20.86547   20.86547
20.96585   20.96585
21.64989   21.64989
22.71865   22.71865
20.22371   20.22371
21.76561   21.76561
22.31032   22.31032
20.49351   20.49351
19.68852   19.68852
21.29897   21.29897
21.77565   21.77565
21.83577   21.83577
20.76427   20.76427
21.79561   21.79561
21.65733   21.65733
20.15663   20.15663
20.24961   20.24961
22.24095   22.24095
19.73605   19.73605
21.60903   21.60903
21.25705   21.25705
19.74852   19.74852
21.35354   21.35354
20.12573   20.12573
21.02582   21.02582
21.50146   21.50146
19.48308   19.48308
20.00255   20.00255
20.79800   20.79800
21.26716   21.26716
19.63824   19.63824
20.62051   20.62051
21.55375   21.55375
21.57893   21.57893
21.15646   21.15646
20.83445   20.83445
20.42567   20.42567
20.41125   20.41125
20.32251   20.32251
19.98806   19.98806
19.34166   19.34166
21.25971   21.25971
22.27914   22.27914
21.97939   21.97939
20.21939   20.21939
20.33517   20.33517
20.66064   20.66064
22.22306   22.22306
21.45930   21.45930
19.70677   19.70677
21.65219   21.65219
20.67790   20.67790
21.73273   21.73273
21.55038   21.55038
20.75114   20.75114
21.71361   21.71361
21.39596   21.39596
22.45593   22.45593
20.29300   20.29300
19.45038   19.45038
20.63840   20.63840
20.57296   20.57296
21.55483   21.55483
20.53400   20.53400
20.48500   20.48500
20.44712   20.44712
20.11253   20.11253
20.13661   20.13661
22.06502   22.06502
21.62634   21.62634
20.72612   20.72612
20.75236   20.75236
21.35043   21.35043
21.41100   21.41100
21.63941   21.63941
20.45734   20.45734
21.99778   21.99778
21.11166   21.11166
20.41531   20.41531
20.95346   20.95346
21.77774   21.77774
21.84706   21.84706
21.71419   21.71419
22.04908   22.04908
21.55102   21.55102
19.44791   19.44791
21.07468   21.07468
19.84463   19.84463
20.89086   20.89086
21.43964   21.43964
20.78646   20.78646
19.78953   19.78953
21.04700   21.04700
20.39055   20.39055
20.45192   20.45192
20.70714   20.70714
22.50620   22.50620
20.80952   20.80952
21.23000   21.23000
20.73380   20.73380
20.09788   20.09788
21.69938   21.69938
20.86458   20.86458
21.58959   21.58959
21.61454   21.61454
19.97834   19.97834
20.50833   20.50833
22.14321   22.14321
20.89974   20.89974
21.31962   21.31962
20.26672   20.26672
20.64582   20.64582
22.19180   22.19180
21.96059   21.96059
20.98633   20.98633
21.01016   21.01016
21.97947   21.97947
21.67103   21.67103
21.48432   21.48432
20.77506   20.77506
20.78177   20.78177
20.98020   20.98020
21.29409   21.29409
20.10096   20.10096
20.68263   20.68263
20.75604   20.75604
21.44331   21.44331
21.30784   21.30784
21.71904   21.71904
21.78122   21.78122
21.93152   21.93152
21.18275   21.18275
21.52232   21.52232
20.92772   20.92772
21.40236   21.40236
21.27182   21.27182
20.71830   20.71830
20.45716   20.45716
21.43094   21.43094
20.84922   20.84922
23.14824   23.14824
