0.03800000   -0.00015092   0.00320531
0.07600000   -0.00063236   0.00628229
0.11400001   -0.00110754   0.00936020
0.15200001   -0.00157527   0.01243921
0.19000001   -0.00203408   0.01551952
0.22800002   -0.00248212   0.01860138
0.26600000   -0.00291707   0.02168507
0.30400002   -0.00333593   0.02477096
0.34200001   -0.00373490   0.02785951
0.38000003   -0.00410894   0.03095126
0.41800001   -0.00445145   0.03404690
0.45600003   -0.00475355   0.03714729
0.49400002   -0.00500317   0.04025343
0.53200000   -0.00518370   0.04336653
0.57000005   -0.00527187   0.04648787
0.60800004   -0.00523484   0.04961861
0.64600003   -0.00502588   0.05275913
0.68400001   -0.00457872   0.05590752
0.72200006   -0.00380140   0.05905635
0.76000005   -0.00257338   0.06218604
0.79800004   -0.00075534   0.06525382
0.83600003   0.00177757   0.06818095
0.87400001   0.00508648   0.07084897
0.91200006   0.00914007   0.07311460
0.95000005   0.01382864   0.07483633
0.98800003   0.01899916   0.07589598
1.02600002   0.02448256   0.07620852
1.06400001   0.03010784   0.07572411
1.10200000   0.03570845   0.07442708
1.14000010   0.04112592   0.07233408
1.17800009   0.04621299   0.06949241
1.21600008   0.05083666   0.06597815
1.25400007   0.05488148   0.06189452
1.29200006   0.05825274   0.05737048
1.33000004   0.06087985   0.05255936
1.36800003   0.06272006   0.04763725
1.40600002   0.06376258   0.04279863
1.44400012   0.06403412   0.03824380
1.48200011   0.06360368   0.03414931
1.52000010   0.06258075   0.03062336
1.55800009   0.06109813   0.02767599
1.59600008   0.05928435   0.02523598
1.63400006   0.05724294   0.02319860
1.67200005   0.05504778   0.02146390
1.71000004   0.05274839   0.01995178
1.74800003   0.05037734   0.01860275
1.78600013   0.04795604   0.01737398
1.82400012   0.04549878   0.01623484
1.86200011   0.04301525   0.01516337
1.90000010   0.04051216   0.01414369
1.93800008   0.03799424   0.01316418
1.97600007   0.03546492   0.01221619
2.01400018   0.03292667   0.01129327
2.05200005   0.03038135   0.01039047
2.09000015   0.02783036   0.00950401
2.12800002   0.02527478   0.00863091
2.16600013   0.02271545   0.00776886
2.20400000   0.02015302   0.00691600
2.24200010   0.01758800   0.00607084
2.28000021   0.01502083   0.00523217
2.31800008   0.01245183   0.00439902
2.35600019   0.00988127   0.00357057
2.39400005   0.00730940   0.00274616
2.43200016   0.00473639   0.00192523
2.45500000   0.00317845   0.00143017
2.47000003   0.00216239   0.00110731
2.47000003   0.00216239   0.00110731
2.50800014   -0.00041245   0.00029201
2.50800014   -0.00041245   0.00029201
2.54600000   -0.00298803   -0.00052101
2.54600000   -0.00298803   -0.00052101
2.58400011   -0.00556426   -0.00133203
2.58400011   -0.00556426   -0.00133203
2.62200022   -0.00814105   -0.00214130
2.62200022   -0.00814105   -0.00214130
2.66000009   -0.01071834   -0.00294901
2.66000009   -0.01071834   -0.00294901
2.69800019   -0.01329607   -0.00375536
2.73600006   -0.01587418   -0.00456049
2.77400017   -0.01845265   -0.00536455
2.81200004   -0.02103142   -0.00616764
2.85000014   -0.02361046   -0.00696988
&
0.03800000   -0.00137901   -0.00077043
0.07600000   -0.00300961   -0.00198975
0.11400001   -0.00464250   -0.00320598
0.15200001   -0.00627810   -0.00441852
0.19000001   -0.00791695   -0.00562662
0.22800002   -0.00955971   -0.00682937
0.26200000   -0.01103378   -0.00789966
&
0.03800000   -0.00282460   0.00225988
0.07600000   -0.00432282   0.00375241
0.11400001   -0.00581810   0.00524792
0.15200001   -0.00730988   0.00674700
0.19000001   -0.00879746   0.00825031
0.22800002   -0.01027997   0.00975875
0.26600000   -0.01175629   0.01127338
0.30400002   -0.01322500   0.01279559
0.34200001   -0.01468425   0.01432714
0.38000003   -0.01613162   0.01587033
0.41800001   -0.01756387   0.01742816
0.45600003   -0.01897665   0.01900465
0.49400002   -0.02036397   0.02060517
0.53200000   -0.02171746   0.02223706
0.57000005   -0.02302528   0.02391037
0.60800004   -0.02427039   0.02563898
0.64600003   -0.02542807   0.02744202
0.68400001   -0.02646240   0.02934514
0.72200006   -0.02732211   0.03138115
0.76000005   -0.02793730   0.03358703
0.79800004   -0.02822150   0.03599422
0.83600003   -0.02808404   0.03861014
0.87400001   -0.02745173   0.04139992
0.91200006   -0.02628639   0.04428391
0.95000005   -0.02458724   0.04715464
0.98800003   -0.02238245   0.04989859
1.02600002   -0.01971988   0.05241088
1.06400001   -0.01666104   0.05460170
1.10200000   -0.01327776   0.05639849
1.14000010   -0.00964995   0.05774648
1.17800009   -0.00586387   0.05860897
1.21600008   -0.00201055   0.05896760
1.25400007   0.00181587   0.05882301
1.29200006   0.00551967   0.05819565
1.33000004   0.00900504   0.05712686
1.36800003   0.01217816   0.05567997
1.40600002   0.01495076   0.05394027
